Squeezielive,"[{'id': '235062753', 'user_id': '52130765', 'user_name': 'Squeezielive', 'game_id': '512086', 'type': 'live', 'title': 'Squeezie ► La grosse soirée Viewers par Coca-Cola ! (ft. Locklear, Doigby, et vous)', 'viewer_count': 27827, 'started_at': '2019-11-28T18:57:37Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_squeezielive-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '2a14b52e-d459-4c92-be11-5d86b898f6b6']}]"
dreamhackcsgo_fr,[]
AlphaCast,"[{'id': '235012177', 'user_id': '94435040', 'user_name': 'AlphaCast', 'game_id': '71375', 'type': 'live', 'title': 'Oversquad space exploration. (ça tourne mal)', 'viewer_count': 1957, 'started_at': '2019-11-28T18:49:54Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_alphacast-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '2a14b52e-d459-4c92-be11-5d86b898f6b6']}]"
Doigby,"[{'id': '235136241', 'user_id': '25454398', 'user_name': 'Doigby', 'game_id': '512086', 'type': 'live', 'title': 'DOIGBY 👊 - LE JEUDI ENTRE AMIS ! ', 'viewer_count': 473, 'started_at': '2019-11-28T19:07:20Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_doigby-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '2a14b52e-d459-4c92-be11-5d86b898f6b6']}]"
JulienChieze,[]
LyoneSportTV,[]
michou_twitch,[]
Pauleta_Youtubeur,[]
Alderiate,"[{'id': '233745537', 'user_id': '77452537', 'user_name': 'Alderiate', 'game_id': '29307', 'type': 'live', 'title': 'BSC - Gladiateur corrompu utilisant une HeadHunter, grinding du LVL 98 jusque ouaip environ', 'viewer_count': 2047, 'started_at': '2019-11-28T15:03:40Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_alderiate-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', 'b157e8d6-b7ba-49f4-836f-09886c072f1f']}]"
Mushway,[]
AntoineDanielLive,[]
SolaryHS,"[{'id': '232591009', 'user_id': '416031592', 'user_name': 'SolaryHS', 'game_id': '138585', 'type': 'live', 'title': '[FR] Felkeine va chercher les 7K (pas de Oliech ce soir)', 'viewer_count': 2570, 'started_at': '2019-11-28T06:05:32Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_solaryhs-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '7f613168-c2fb-48f7-948b-a51aa8fd53d0']}]"
Shaunz,[]
shoxieJESUSS,"[{'id': '235041105', 'user_id': '35332416', 'user_name': 'shoxieJESUSS', 'game_id': '32399', 'type': 'live', 'title': 'CS BOYS ! @shoxCSGO #VforVictory', 'viewer_count': 1984, 'started_at': '2019-11-28T18:54:25Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_shoxiejesuss-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '3e10beee-52d8-4e68-89b7-dc4f20a47f86']}]"
Liberto,[]
XEWER,"[{'id': '234753537', 'user_id': '88524154', 'user_name': 'XEWER', 'game_id': '33214', 'type': 'live', 'title': 'XEWER JE FAIS MES DEFIS  | NEW BINDS J4 | OUBLIEZ PAS LE CODE XEWER', 'viewer_count': 1605, 'started_at': '2019-11-28T18:08:01Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_xewer-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
WarcraftFR,[]
lequipefr,[]
LeBouseuh,"[{'id': '234816769', 'user_id': '96562014', 'user_name': 'LeBouseuh', 'game_id': '509658', 'type': 'live', 'title': 'ÇA TOURNE MAL ! (ft. dimitrioui et Tonton)', 'viewer_count': 2240, 'started_at': '2019-11-28T18:18:10Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_lebouseuh-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
JeelTV,[]
1PVCS,"[{'id': '234593409', 'user_id': '168116110', 'user_name': '1PVCS', 'game_id': '32399', 'type': 'live', 'title': '[FR] 🔴WESG Africa 2019 - FINALE - Viva Algeria vs Ratatatata', 'viewer_count': 554, 'started_at': '2019-11-28T17:42:51Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_1pvcs-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
PrimeTimeFut,[]
MasterSnakou,[]
Corobizar,[]
lyonesportFT,[]
Crocodyle_lol,"[{'id': '234806257', 'user_id': '101234264', 'user_name': 'Crocodyle_lol', 'game_id': '21779', 'type': 'live', 'title': 'CROCODYLE - 100% SOLOQ, 400% GM PRESAISON !', 'viewer_count': 1889, 'started_at': '2019-11-28T18:16:29Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_crocodyle_lol-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Mickalow,"[{'id': '234150753', 'user_id': '30709418', 'user_name': 'Mickalow', 'game_id': '497451', 'type': 'live', 'title': 'MICKALOW / Trafic de Pokémon ! (bouclier)', 'viewer_count': 930, 'started_at': '2019-11-28T16:23:53Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_mickalow-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
At0mium,[]
Rainbow6FR,[]
Maghla,[]
TwitchFR,[]
Oliechhs,[]
Bennnzz,[]
Mastu,[]
OgamingSC2,"[{'id': '234738401', 'user_id': '71852806', 'user_name': 'OgamingSC2', 'game_id': '490422', 'type': 'live', 'title': 'UnderDogs S60 - Qualifier', 'viewer_count': 733, 'started_at': '2019-11-28T18:05:38Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_ogamingsc2-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
nayte,[]
Teeqzy_,[]
RiotGamesFR,[]
aypierre,[]
Kenb0gard,[]
MrRemxTV,[]
GoBGG,[]
SkyrrozTV,[]
JLPRINCE_,[]
TheGuill84,[]
AdzTV,[]
Clique_TV_Stream,[]
JLMeilleurArab,"[{'id': '235114529', 'user_id': '403474131', 'user_name': 'JLMeilleurArab', 'game_id': '32982', 'type': 'live', 'title': 'JL Walid | Jean Tahan débarque sur California RP [Whitelist] (!walid !twitter !video)', 'viewer_count': 1793, 'started_at': '2019-11-28T19:04:10Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_jlmeilleurarab-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Kaydop,[]
Zydar,"[{'id': '234364641', 'user_id': '85510026', 'user_name': 'Zydar', 'game_id': '512710', 'type': 'live', 'title': '[FR-PS4] Cosplay cafard reçu Armes en OR 25/39 !or !24h !ami', 'viewer_count': 1402, 'started_at': '2019-11-28T17:02:59Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_zydar-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
JLFakemonster,[]
jvtv,[]
Garryschool,[]
HumilityFR,[]
Bidule,[]
lyonesportLoL,[]
SonixPROD_TV,[]
NBK,[]
Anil,[]
Chrales,[]
MrBboy45,"[{'id': '234716497', 'user_id': '21080562', 'user_name': 'MrBboy45', 'game_id': '32982', 'type': 'live', 'title': 'On rode le jour et on rip et la night en Taxi 🔥  | Code Créateur: MrBboy45YT !colis !RDR2', 'viewer_count': 1614, 'started_at': '2019-11-28T18:02:16Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_mrbboy45-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Tonton,[]
MinosTV_,"[{'id': '235453153', 'user_id': '63985840', 'user_name': 'MinosTV_', 'game_id': '509658', 'type': 'live', 'title': 'Petit stream ! | !code | !discord | !reseaux', 'viewer_count': 8, 'started_at': '2019-11-28T19:58:16Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_minostv_-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
idrizlabasefc,[]
ultimatefightingfr,[]
