Squeezielive,"[{'id': '400975665', 'user_id': '52130765', 'user_name': 'Squeezielive', 'game_id': '27471', 'type': 'live', 'title': 'Squeezie ► La grosse soirée ! (ft. Locklear, Doigby, Maghla, Mickalow, Gotaga, Akytio, Laink, Terracid, Kameto)', 'viewer_count': 35146, 'started_at': '2020-01-02T18:59:44Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_squeezielive-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Gotaga,"[{'id': '400447425', 'user_id': '24147592', 'user_name': 'Gotaga', 'game_id': '27471', 'type': 'live', 'title': '[FR] GOTAGA ► Loup Garou avec Squeezie, Locklear, Doigby, Maghla, Mickalow, Akytio, Laink, Terracid, Kameto  !', 'viewer_count': 14994, 'started_at': '2020-01-02T17:53:27Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_gotaga-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Domingo,[]
TheKAIRI78,"[{'id': '400913857', 'user_id': '26144032', 'user_name': 'TheKAIRI78', 'game_id': '32982', 'type': 'live', 'title': 'MON 1ER LIVE 2020', 'viewer_count': 9952, 'started_at': '2020-01-02T18:52:32Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_thekairi78-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', 'ff56eeeb-99ed-4a60-93fc-0b3f05d8661e']}]"
WankilStudio,"[{'id': '401096577', 'user_id': '31289086', 'user_name': 'WankilStudio', 'game_id': '27471', 'type': 'live', 'title': 'Laink et Terracid - HEIN', 'viewer_count': 9773, 'started_at': '2020-01-02T19:13:46Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_wankilstudio-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '2a14b52e-d459-4c92-be11-5d86b898f6b6']}]"
Joueur_du_Grenier,[]
Sardoche,"[{'id': '400062833', 'user_id': '50795214', 'user_name': 'Sardoche', 'game_id': '6369', 'type': 'live', 'title': 'SARDOCHE - Chill - Objectif : Armure de Zeus', 'viewer_count': 5906, 'started_at': '2020-01-02T17:00:46Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_sardoche-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
JLTomy,"[{'id': '401403665', 'user_id': '155601320', 'user_name': 'JLTomy', 'game_id': '32982', 'type': 'live', 'title': 'JL TOMA - Said de retour en ville avec sa bande ! (Twitter @PrismTomy) !video', 'viewer_count': 5754, 'started_at': '2020-01-02T19:52:29Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_jltomy-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
ZeratoR,[]
EsportZoneLiveTV,[]
mistermv,[]
Locklear,"[{'id': '36560308576', 'user_id': '137347549', 'user_name': 'Locklear', 'game_id': '27471', 'type': 'live', 'title': 'LE VIEUX ET LES ZOOMERS GROSSE SOIREE SQUEEZIE', 'viewer_count': 6667, 'started_at': '2020-01-02T19:02:08Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_locklear-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Xari,"[{'id': '401489553', 'user_id': '88301612', 'user_name': 'Xari', 'game_id': '506342', 'type': 'live', 'title': 'I AM HITMAN !', 'viewer_count': 458, 'started_at': '2020-01-02T20:02:10Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_xari-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
FortniteFR,[]
lestream,"[{'id': '397622849', 'user_id': '147337432', 'user_name': 'lestream', 'game_id': '512988', 'type': 'live', 'title': 'Age of Empire 2 (meilleur jeu) avec SKYYART | lestream', 'viewer_count': 2389, 'started_at': '2020-01-02T08:49:19Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_lestream-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Cyprienlive,[]
StreamBox,[]
Laink,[]
BruceGrannec,"[{'id': '400691185', 'user_id': '31813025', 'user_name': 'BruceGrannec', 'game_id': '512804', 'type': 'live', 'title': 'DRAFT & PACKS FUT CHAMPIONS ???  ', 'viewer_count': 5800, 'started_at': '2020-01-02T18:24:01Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_brucegrannec-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
FuzeIII,[]
Terracid,"[{'id': '401118865', 'user_id': '89873316', 'user_name': 'Terracid', 'game_id': '27471', 'type': 'live', 'title': 'Loup-Garou avec Squeezie, Gotaga, Mickalow, Doigby, Maghla, Akytio, Locklear, etc.. bref du monde', 'viewer_count': 5016, 'started_at': '2020-01-02T19:16:34Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_terracid-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648', '2a14b52e-d459-4c92-be11-5d86b898f6b6']}]"
CYRILmp4,[]
Solary,"[{'id': '397529537', 'user_id': '174955366', 'user_name': 'Solary', 'game_id': '21779', 'type': 'live', 'title': ""WAKZ EN DUO AVEC NARKUSS, LE MEILLEUR FIDDLESTICK EUROPEEN ET UNE QIYANNA D'EXCEPTION, CE JOUEUR VOUS LIVRE TOUS SES SECRETS POUR ETRE FORT!"", 'viewer_count': 5700, 'started_at': '2020-01-02T07:59:15Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_solary-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
SolaryFortnite,[]
Jirayalecochon,[]
iProMx,[]
LeFrenchRestream,[]
Anas_Off,[]
brusselschallenge,[]
PlayHearthstoneFR,[]
RocKy_,[]
YoMax,[]
FantaBobShow,[]
RebeuDeter,[]
robert87000,[]
Kamet0,"[{'id': '401238977', 'user_id': '27115917', 'user_name': 'Kamet0', 'game_id': '27471', 'type': 'live', 'title': 'LOUP GAROU ! EVERYTIME THE MOON SHINES, I BECOME ALIVE ! #OUUUUU #MOON # #AKAMARU #MMMMH #BLOOD #YOGA (!prime)', 'viewer_count': 4574, 'started_at': '2020-01-02T19:31:30Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_kamet0-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
dreamhackcsgo_fr,[]
AlphaCast,[]
Doigby,"[{'id': '401036945', 'user_id': '25454398', 'user_name': 'Doigby', 'game_id': '27471', 'type': 'live', 'title': 'DOIGBY2020 🍾 - LOUP GAROU AVEC LES POTES ! 🐺', 'viewer_count': 831, 'started_at': '2020-01-02T19:06:32Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_doigby-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
JulienChieze,[]
LyoneSportTV,[]
michou_twitch,[]
Pauleta_Youtubeur,[]
Alderiate,[]
Mushway,"[{'id': '401477617', 'user_id': '81432617', 'user_name': 'Mushway', 'game_id': '33214', 'type': 'live', 'title': 'MUSHWAY - WAGGERS 1V1 CHILL 10E !discord', 'viewer_count': 1668, 'started_at': '2020-01-02T20:00:57Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_mushway-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
AntoineDanielLive,[]
SolaryHS,"[{'id': '397387329', 'user_id': '416031592', 'user_name': 'SolaryHS', 'game_id': '138585', 'type': 'live', 'title': '[FR] Vinz donne ses résolutions à 21h00', 'viewer_count': 2340, 'started_at': '2020-01-02T06:07:41Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_solaryhs-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Shaunz,[]
shoxieJESUSS,[]
Liberto,"[{'id': '401448753', 'user_id': '44960888', 'user_name': 'Liberto', 'game_id': '495811', 'type': 'live', 'title': 'Quoi de neuf sur SCUM ? + Tierlist de ???', 'viewer_count': 762, 'started_at': '2020-01-02T19:57:50Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_liberto-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
XEWER,"[{'id': '400495505', 'user_id': '88524154', 'user_name': 'XEWER', 'game_id': '33214', 'type': 'live', 'title': 'XEWER TRAINING AVEC LA NEW SOURIS RAZER VIPER ULTIMATE  | #AD | CODE XEWER ', 'viewer_count': 2223, 'started_at': '2020-01-02T17:59:22Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_xewer-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
WarcraftFR,[]
lequipefr,[]
LeBouseuh,[]
JeelTV,[]
1PVCS,[]
PrimeTimeFut,[]
MasterSnakou,[]
Corobizar,[]
lyonesportFT,[]
Crocodyle_lol,[]
Mickalow,[]
At0mium,[]
Rainbow6FR,[]
Maghla,"[{'id': '400037361', 'user_id': '131215608', 'user_name': 'Maghla', 'game_id': '27471', 'type': 'live', 'title': 'RE | !createur !jeu', 'viewer_count': 3447, 'started_at': '2020-01-02T16:57:37Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_maghla-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
TwitchFR,[]
Oliechhs,[]
Bennnzz,[]
Mastu,[]
OgamingSC2,"[{'id': '400575201', 'user_id': '71852806', 'user_name': 'OgamingSC2', 'game_id': '12924', 'type': 'live', 'title': '2v2 Reforged avec Bob et YoGo !', 'viewer_count': 204, 'started_at': '2020-01-02T18:08:55Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_ogamingsc2-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
nayte,[]
Teeqzy_,[]
RiotGamesFR,[]
aypierre,"[{'id': '401477537', 'user_id': '29753247', 'user_name': 'aypierre', 'game_id': '369576', 'type': 'live', 'title': '2020 - Que va donner cette année dans le streaming game ? !concours !boutique !codecreateur', 'viewer_count': 613, 'started_at': '2020-01-02T20:00:56Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_aypierre-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Kenb0gard,[]
MrRemxTV,"[{'id': '401427729', 'user_id': '53571235', 'user_name': 'MrRemxTV', 'game_id': '509658', 'type': 'live', 'title': ""BONNE ANNEE 2020 PREMIER LIVE DE L'ANNEE  !insta !bestof !code"", 'viewer_count': 763, 'started_at': '2020-01-02T19:55:27Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_mrremxtv-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
GoBGG,[]
SkyrrozTV,[]
JLPRINCE_,[]
TheGuill84,"[{'id': '401503041', 'user_id': '36318615', 'user_name': 'TheGuill84', 'game_id': '7673', 'type': 'live', 'title': 'GUILL ► LE RETOUR ! Début 2020 en beauté avec la DREAM TEAM (!subgoal)', 'viewer_count': 715, 'started_at': '2020-01-02T20:03:40Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_theguill84-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
AdzTV,"[{'id': '401443745', 'user_id': '170547313', 'user_name': 'AdzTV', 'game_id': '33214', 'type': 'live', 'title': 'Vitality Adz - 2020 est là !  ( On veut PLUS de LS dans le chatt ! )', 'viewer_count': 385, 'started_at': '2020-01-02T19:57:17Z', 'language': 'fr', 'thumbnail_url': 'https://static-cdn.jtvnw.net/previews-ttv/live_user_adztv-{width}x{height}.jpg', 'tag_ids': ['6f655045-9989-4ef7-8f85-1edcec42d648']}]"
Clique_TV_Stream,[]
